Date,Open,High,Low,Close,Volume
2016-08-22 00:00:00+02:00,24.785791604987633,25.12776835551002,24.785791604987633,25.01873207092285,38840
2016-08-23 00:00:00+02:00,24.879958983097616,25.167415689032648,24.870046422116726,25.157503128051758,170900
2016-08-24 00:00:00+02:00,25.078205108642578,25.276452551572675,24.98899394838681,25.078205108642578,397060
2016-08-25 00:00:00+02:00,25.207066046811942,25.207066046811942,25.003863272355105,25.142635345458984,23900
2016-08-26 00:00:00+02:00,24.998906509596086,25.167416268898346,24.998906509596086,25.078205108642578,41340
2016-08-29 00:00:00+02:00,25.17732810974121,25.17732810974121,25.03359881226062,25.17732810974121,20010
2016-08-30 00:00:00+02:00,25.27149763918913,25.321058555437165,25.177329251438987,25.281408309936523,98010
2016-08-31 00:00:00+02:00,25.078204391112262,25.37557554699911,25.078204391112262,25.17732810974121,41820
2016-09-01 00:00:00+02:00,25.212020777469053,25.27645147727707,25.003862672804516,25.226890563964844,260650
2016-09-02 00:00:00+02:00,25.008819254749113,25.17732901529079,24.9790834615303,25.053424835205078,111580
2016-09-05 00:00:00+02:00,24.979082563110996,25.17732810974121,24.810572808630088,25.17732810974121,72900
2016-09-06 00:00:00+02:00,25.17732810974121,25.17732810974121,25.00386302011131,25.17732810974121,52580
2016-09-07 00:00:00+02:00,24.988992777661178,25.00386256409232,24.780834673901676,24.979082107543945,88780
2016-09-08 00:00:00+02:00,25.177327969689618,25.474699123922303,25.17237263456819,25.197153091430664,418210
2016-09-09 00:00:00+02:00,25.117855538225417,25.162461118681385,24.998906693466928,25.053424835205078,35070
2016-09-12 00:00:00+02:00,25.03359917801042,25.12776756286621,24.18609505807455,25.12776756286621,78270
2016-09-13 00:00:00+02:00,24.93447627643678,25.276451110839844,24.93447627643678,25.276451110839844,15990
2016-09-14 00:00:00+02:00,25.008817899150934,25.098029055227194,24.88987095146769,24.979082107543945,31500
2016-09-15 00:00:00+02:00,24.979082107543945,25.172372315499956,24.87995839072281,24.979082107543945,22220
2016-09-16 00:00:00+02:00,25.177329566303385,26.069439304319012,24.780836559477308,26.019878387451172,320550
2016-09-19 00:00:00+02:00,26.019877294404058,26.06448287396243,25.385488510131836,25.385488510131836,5700
2016-09-20 00:00:00+02:00,25.098029055227194,25.326012280476455,24.89978351221257,24.979082107543945,25310
2016-09-21 00:00:00+02:00,24.98899394838681,25.316102796409787,24.98899394838681,25.078205108642578,6320
2016-09-22 00:00:00+02:00,24.988993474713077,25.77206877975302,24.988993474713077,25.405311584472656,24720
2016-09-23 00:00:00+02:00,25.276451110839844,25.524259455063763,25.276451110839844,25.276451110839844,29860
2016-09-26 00:00:00+02:00,25.276451871950552,25.573821137722426,24.98403794133621,25.172372817993164,116030
2016-09-27 00:00:00+02:00,24.97412555668018,24.97412555668018,24.795703239706537,24.88491439819336,58190
2016-09-28 00:00:00+02:00,24.81552814377908,25.17732810974121,24.81552814377908,25.17732810974121,81040
2016-09-29 00:00:00+02:00,24.97908335425612,24.97908335425612,24.285219192504883,24.285219192504883,41210
2016-09-30 00:00:00+02:00,24.29017432908813,24.51320222858552,23.64091764354074,23.789602279663086,96930
2016-10-03 00:00:00+02:00,23.28407300434492,23.789602279663086,22.917317694618305,23.789602279663086,358580
2016-10-04 00:00:00+02:00,23.78960201403463,24.230700582211092,23.78960201403463,24.086971282958984,33510
2016-10-05 00:00:00+02:00,24.186095126127913,24.186095126127913,23.546749114990234,23.546749114990234,102070
2016-10-06 00:00:00+02:00,23.52692600901201,23.52692600901201,22.411788402965556,23.006526947021484,91610
2016-10-07 00:00:00+02:00,22.996616348643283,22.996616348643283,22.203628469701396,22.21354103088379,51990
2016-10-10 00:00:00+02:00,22.253191290014367,22.99661636352539,22.213541045259138,22.99661636352539,20000
2016-10-11 00:00:00+02:00,23.095737721041193,23.095737721041193,22.61003357650565,22.798368453979492,34050
2016-10-12 00:00:00+02:00,22.500999872150693,22.95696634761474,22.500999872150693,22.70420265197754,50190
2016-10-13 00:00:00+02:00,22.411787382356863,22.76863011441464,22.025205077571783,22.362224578857422,405580
2016-10-14 00:00:00+02:00,22.243278447972028,22.798368633142346,22.243278447972028,22.510910034179688,40560
2016-10-17 00:00:00+02:00,22.51586844351424,22.798369831480183,22.51586844351424,22.610034942626953,47520
